unit,cycle,RUL_hydraulic,failure_hydraulic,RUL_electrical,failure_electrical,RUL_control_surface,failure_control_surface,RUL_cabin,failure_cabin,RUL_altimeter,failure_altimeter,hydraulic_pressure,hydraulic_flow,hydraulic_temp,electrical_voltage,electrical_current,control_surface_deflection,cabin_pressure,altimeter_drift
1,1,123,False,50,False,4,False,43,False,154,False,2986.878987371616,127.96911262721832,81.97404735113491,28.209012913008564,5.0465926812714885,-0.21391650520572472,101.47624209131502,-0.02672731727835482
1,2,122,False,49,False,3,False,42,False,153,False,2987.583642298798,118.19395465249735,82.71307350853083,28.471457188171772,5.1540088070683545,-0.5444822214974618,101.43046089223931,0.22518007920329347
1,3,121,False,48,False,2,False,41,False,152,False,3022.958725641358,128.63585408770868,84.96193671544398,27.208313386330218,4.983795609445448,10.067628893774845,101.14457205063037,0.1212744026347861
1,4,120,False,47,False,1,False,40,False,151,False,2993.215504451874,123.2845837637112,76.23316697878526,27.97926702288918,4.749221894050616,1.3786111668053433,101.12857839461117,0.019274314529601384
1,5,119,False,46,False,0,True,39,False,150,False,3001.8835656234596,116.58283224394455,81.32863348617553,28.97348786657612,4.920277194619348,1.5185573023451266,101.46398261310574,0.1396399832938609
1,6,118,False,45,False,0,False,38,False,149,False,2965.778185046662,115.01588303091461,73.83407630080482,28.024893688030566,5.078588837589255,-0.34180896982080666,101.296393104764,-0.23274392160361562
1,7,117,False,44,False,0,False,37,False,148,False,2971.749479315224,116.7885927978775,79.36922760112924,27.908865531651013,5.19251340028885,1.3908582944007497,100.98734719260486,0.11004765203344832
1,8,116,False,43,False,0,False,36,False,147,False,3043.339986174891,122.85044860765025,80.04764380726294,27.122065252245,5.473800409158096,0.6460794713015727,101.27582045589627,-0.17386411709970367
1,9,115,False,42,False,0,False,35,False,146,False,3003.7261422747724,114.56967871021803,79.64493579527492,27.696620822297692,4.9277727203184485,1.909111878273725,101.23278474595821,-0.06827451057146838
1,10,114,False,41,False,0,False,34,False,145,False,3090.110308304844,126.81848919630467,83.55564433683936,28.54921942211089,4.970711365739092,1.3286370582392564,101.07592819106145,-0.053969654397599265
1,11,113,False,40,False,0,False,33,False,144,False,3034.612234189239,118.23982517869297,77.21914627455078,26.739628337620026,5.109439520221851,3.7266499685326786,100.85461604908988,0.005538227711564488
1,12,112,False,39,False,0,False,32,False,143,False,2964.8506778318256,115.15873659646316,79.12051642582483,27.42269524216175,4.9964571351824345,3.4667399579650167,100.9597879794931,-0.06905374118001062
1,13,111,False,38,False,0,False,31,False,142,False,3041.712079264196,117.18432476659751,82.14148373934164,28.113989888279253,4.822815733115926,3.2327164484375936,101.4399277717567,-0.16346751696439146
1,14,110,False,37,False,0,False,30,False,141,False,2970.025536130514,127.92746035996127,79.06861715040706,27.870960546753345,5.276113080481121,4.091274818116858,101.23252332819969,0.09764028638371763
1,15,109,False,36,False,0,False,29,False,140,False,2985.6183353489228,121.58529984869912,79.17532454427071,28.04203297727933,5.016331828114955,5.753153220572371,101.0847689369326,-0.17866087953011311
1,16,108,False,35,False,0,False,28,False,139,False,2946.5372677940222,121.34968148176948,78.38443327076341,27.0775470475931,5.136984138184576,5.84757072899256,101.06549739018354,0.2863412407326574
1,17,107,False,34,False,0,False,27,False,138,False,2954.3641981078536,116.85716670287225,80.92319444847367,27.95886468729942,4.922450711120487,6.779640407440576,101.47575424789159,0.10453228014240634
1,18,106,False,33,False,0,False,26,False,137,False,3073.473384976521,128.45452477809172,82.49934711100863,27.149603794336365,4.972260467017978,7.457967623188626,100.92579459904813,0.06820191118885259
1,19,105,False,32,False,0,False,25,False,136,False,3002.1571938908814,121.00720705305189,83.2242992451216,28.072402499390456,5.248180705786783,11.303044976555077,101.08884088734766,0.012632035941100597
1,20,104,False,31,False,0,False,24,False,135,False,2907.382632023236,116.08542815845169,76.98680243082207,27.851499308230434,4.9271551722019735,9.741347950596507,101.071042697438,-0.0013337441308571025
1,21,103,False,30,False,0,False,23,False,134,False,2954.4847385538637,113.15558669100993,77.40218398163059,27.40581488811676,5.195899965003286,13.086256061169152,101.31420526286975,0.07944359979058926
1,22,102,False,29,False,0,False,22,False,133,False,3016.1467914039886,129.32136696919574,80.08812610885327,27.311332623576444,5.002893660575163,14.579601613286025,101.31552967224106,0.07269137458570704
1,23,101,False,28,False,0,False,21,False,132,False,3075.019700485646,114.92616314699315,83.35137634621498,27.997663767832417,5.0956339055324005,16.503180544584218,101.38099510229226,-0.009627106157372
1,24,100,False,27,False,0,False,20,False,131,False,3052.664421061789,121.72498186316469,79.81792809690153,28.042342072648324,4.982153243422597,22.09792348804166,100.87719738853893,-0.042870221113233305
1,25,99,False,26,False,0,False,19,False,130,False,3027.5671165257936,117.52971215717992,80.05026037445239,27.524966098233623,5.300184907000919,23.217074942375408,101.38111661465064,-0.07986556705114908
1,26,98,False,25,False,0,False,18,False,129,False,3048.098650186593,109.32941674173863,79.93424452255603,27.52821268350993,5.393514534035154,25.978634873463857,100.93030440243551,0.03589481958628683
1,27,97,False,24,False,0,False,17,False,128,False,3125.9006533020183,127.72000535710949,80.92922532558833,28.162174906711144,4.984573321557462,30.20334201605779,101.3386604539955,0.04325582873173712
1,28,96,False,23,False,0,False,16,False,127,False,2973.2280920121557,118.40861756110868,83.25164848947544,27.512472568501597,5.089047242184742,33.251053899769495,100.90332946273676,-0.02487036041254453
1,29,95,False,22,False,0,False,15,False,126,False,2964.8399965513104,113.27635657766,79.41746651033573,26.92871313571386,5.54282114446876,38.71022455071439,100.81290078250917,0.036849709816822174
1,30,94,False,21,False,0,False,14,False,125,False,3038.9711025725405,117.29950970985227,81.68747892024695,27.8552225780256,4.82926350580699,38.39376251712422,100.93696113322203,0.05995330480997145
1,31,93,False,20,False,0,False,13,False,124,False,3087.631852793661,118.99740186555813,79.49596180229706,27.134982856907577,5.285472728825683,44.051521387439365,101.25082750263788,0.19146378074847706
